title,rating_count,avg_rating
"Last of the Mohicans, The (1992)",39,3.83333
"Fistful of Dollars, A (Per un pugno di dollari) (1964)",39,3.93590
"Boogie Nights (1997)",39,4.07692
"Akira (1988)",39,3.74359
"World Is Not Enough, The (1999)",39,3.33333
"Escape from New York (1981)",39,3.44872
"Pitch Black (2000)",39,3.56410
"Trading Places (1983)",39,3.73077
"Go (1999)",39,3.96154
"French Connection, The (1971)",39,3.87179
"Little Shop of Horrors (1986)",39,3.33333
"Boys Don't Cry (1999)",39,3.55128
"Say Anything... (1989)",39,3.92308
"Burn After Reading (2008)",39,3.48718
"Walk the Line (2005)",39,3.75641
"Old Boy (2003)",39,4.08974
"Mean Girls (2004)",39,3.75641
"Dodgeball: A True Underdog Story (2004)",39,3.55128
"Forgetting Sarah Marshall (2008)",39,3.76923
"Indiana Jones and the Kingdom of the Crystal Skull (2008)",39,2.83333
"Old School (2003)",39,3.51282
"Transformers (2007)",39,3.34615
"Sideways (2004)",39,3.74359
"Elf (2003)",39,3.69231
"National Treasure (2004)",38,3.26316
"Zodiac (2007)",38,3.71053
"Notebook, The (2004)",38,3.56579
"The Machinist (2004)",38,3.98684
"Lucky Number Slevin (2006)",38,3.85526
"Hero (Ying xiong) (2002)",38,3.92105
"Karate Kid, The (1984)",38,3.56579
"City of Lost Children, The (Cité des enfants perdus, La) (1995)",38,4.01316
"Dangerous Minds (1995)",38,3.18421
"Addams Family, The (1991)",38,3.28947
"Player, The (1992)",38,3.94737
"Bowfinger (1999)",38,2.96053
"Mad Max (1979)",38,3.48684
"Miracle on 34th Street (1994)",38,3.22368
"Specialist, The (1994)",38,3.07895
"Dog Day Afternoon (1975)",38,3.93421
"Bambi (1942)",38,3.36842
"Sherlock Holmes: A Game of Shadows (2011)",38,3.76316
"Whiplash (2014)",38,4.03947
"Despicable Me (2010)",38,3.68421
"Curious Case of Benjamin Button, The (2008)",37,3.59459
"Gone Girl (2014)",37,3.71622
"Intouchables (2011)",37,4.10811
"Fahrenheit 9/11 (2004)",37,3.48649
"Panic Room (2002)",37,3.00000
"American Gangster (2007)",37,3.90541
"Life Aquatic with Steve Zissou, The (2004)",37,3.48649
"My Neighbor Totoro (Tonari no Totoro) (1988)",37,3.95946
"Napoleon Dynamite (2004)",37,3.32432
"Ransom (1996)",37,3.33784
"Postman, The (Postino, Il) (1994)",37,4.02703
"Emperor's New Groove, The (2000)",37,3.71622
"Billy Elliot (2000)",37,3.85135
"Free Willy (1993)",37,2.39189
"Doors, The (1991)",37,3.40541
"Cool Runnings (1993)",37,3.08108
"Dune (1984)",37,3.43243
"Mystery Science Theater 3000: The Movie (1996)",36,3.48611
"Copycat (1995)",36,3.22222
"From Russia with Love (1963)",36,3.75000
"Jurassic Park III (2001)",36,2.84722
"Mallrats (1995)",36,3.40278
"Fisher King, The (1991)",36,3.80556
"Carrie (1976)",36,3.34722
"Fatal Attraction (1987)",36,3.09722
"Adventures of Priscilla, Queen of the Desert, The (1994)",36,3.59722
"Frequency (2000)",36,3.41667
"Never Been Kissed (1999)",36,2.95833
"Swingers (1996)",36,3.69444
"William Shakespeare's Romeo + Juliet (1996)",36,3.72222
"Robin Hood (1973)",36,3.51389
"Sister Act (1992)",36,3.02778
"Rounders (1998)",36,3.86111
"Brady Bunch Movie, The (1995)",36,2.73611
"Breakfast at Tiffany's (1961)",36,3.84722
"Kingsman: The Secret Service (2015)",36,3.98611
"Fantastic Four (2005)",36,2.76389
"Master and Commander: The Far Side of the World (2003)",36,3.63889
"Thank You for Smoking (2006)",36,4.02778
"Kiss Kiss Bang Bang (2005)",35,4.07143
"Lord of War (2005)",35,3.71429
"Man on Fire (2004)",35,3.62857
"Constantine (2005)",35,3.47143
"Incredible Hulk, The (2008)",35,3.17143
"Aviator, The (2004)",35,3.52857
"Time to Kill, A (1996)",35,3.65714
"Multiplicity (1996)",35,2.84286
"Hackers (1995)",35,3.22857
"What About Bob? (1991)",35,3.27143
"Showgirls (1995)",35,2.47143
"Thin Red Line, The (1998)",35,3.30000
"Junior (1994)",35,2.82857
"Femme Nikita, La (Nikita) (1990)",35,4.07143
"Final Destination (2000)",35,2.92857
"Bull Durham (1988)",35,3.67143
"Bonnie and Clyde (1967)",35,4.07143
"Dumbo (1941)",35,3.38571
"My Fair Lady (1964)",35,4.04286
"Primal Fear (1996)",35,3.64286
"Quantum of Solace (2008)",35,3.45714
"Coraline (2009)",35,3.70000
"Source Code (2011)",34,3.60294
"Thor (2011)",34,3.51471
"Wrestler, The (2008)",34,3.73529
"Yes Man (2008)",34,3.61765
"Hurt Locker, The (2008)",34,4.05882
"Stardust (2007)",34,3.60294
"Blade II (2002)",34,3.20588
"Harold and Kumar Go to White Castle (2004)",34,3.45588
"Brokeback Mountain (2005)",34,3.55882
"Anger Management (2003)",34,3.05882
"Matchstick Men (2003)",34,3.72059
"Devil Wears Prada, The (2006)",34,3.55882
"Lives of Others, The (Das leben der Anderen) (2006)",34,4.11765
"Dark Crystal, The (1982)",34,3.54412
"Indian in the Cupboard, The (1995)",34,3.23529
"Jay and Silent Bob Strike Back (2001)",34,3.16176
"Ghost World (2001)",34,3.50000
"Bring It On (2000)",34,2.69118
"Swordfish (2001)",34,3.10294
"Running Man, The (1987)",34,3.22059
"Stripes (1981)",34,3.79412
"Ben-Hur (1959)",34,3.94118
"Tank Girl (1995)",34,2.82353
"Evil Dead II (Dead by Dawn) (1987)",34,4.04412
"Jungle Book, The (1994)",34,3.52941
"Cinema Paradiso (Nuovo cinema Paradiso) (1989)",34,4.16176
"West Side Story (1961)",34,3.60294
"Rudy (1993)",34,3.48529
"African Queen, The (1951)",34,3.97059
"Producers, The (1968)",33,3.96970
"Like Water for Chocolate (Como agua para chocolate) (1992)",33,3.93939
"For a Few Dollars More (Per qualche dollaro in più) (1965)",33,4.15152
"Dude, Where's My Car? (2000)",33,2.72727
"U-571 (2000)",33,3.42424
"Muppet Movie, The (1979)",33,3.59091
"Heavy Metal (1981)",33,3.54545
"Sgt. Bilko (1996)",33,3.04545
"Pretty in Pink (1986)",33,3.24242
"Muriel's Wedding (1994)",33,3.27273
"Dr. No (1962)",33,3.71212
"Matilda (1996)",33,3.27273
"Star Trek: Insurrection (1998)",33,3.15152
"How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)",33,3.04545
"Lethal Weapon 4 (1998)",33,2.84848
"Long Kiss Goodnight, The (1996)",33,3.31818
"Godzilla (1998)",33,1.95455
"Manhattan (1979)",33,4.10606
"Patton (1970)",33,4.12121
"K-PAX (2001)",33,3.48485
"Hulk (2003)",33,2.56061
"Insomnia (2002)",33,3.30303
"Tropic Thunder (2008)",33,3.50000
"Punch-Drunk Love (2002)",33,3.62121
"Meet the Fockers (2004)",33,3.10606
"Ocean's Thirteen (2007)",33,3.48485
"Saw (2004)",33,3.18182
"Underworld (2003)",33,3.50000
"The Count of Monte Cristo (2002)",32,3.82813
"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",32,2.62500
"Finding Neverland (2004)",32,3.60938
"Phone Booth (2002)",32,3.14063
"Daredevil (2003)",32,2.50000
"Live Free or Die Hard (2007)",32,3.40625
"Team America: World Police (2004)",32,3.46875
"Drive (2011)",32,3.76563
"Captain America: The First Avenger (2011)",32,3.54688
"Moon (2009)",32,3.96875
"Iron Man 3 (2013)",32,3.56250
"Up in the Air (2009)",32,3.71875
"Gravity (2013)",32,3.57813
"Looper (2012)",32,3.64063
"Zootopia (2016)",32,3.89063
"Beach, The (2000)",32,3.06250
"To Die For (1995)",32,3.31250
"Dirty Dozen, The (1967)",32,3.96875
"Bodyguard, The (1992)",32,2.85938
"Out of Sight (1998)",32,3.85938
"Dr. Dolittle (1998)",32,2.60938
"Rosemary's Baby (1968)",32,4.17188
"Quick and the Dead, The (1995)",32,2.95313
"I Know What You Did Last Summer (1997)",32,2.10938
"Tootsie (1982)",32,3.42188
"Bio-Dome (1996)",31,2.53226
"Craft, The (1996)",31,3.03226
"JFK (1991)",31,3.50000
"Patriot Games (1992)",31,3.51613
"Roger & Me (1989)",31,3.83871
"Home Alone 2: Lost in New York (1992)",31,2.51613
"Insider, The (1999)",31,3.74194
"Wild Things (1998)",31,3.01613
"Hercules (1997)",31,3.45161
"Wag the Dog (1997)",31,3.33871
"Scream 2 (1997)",31,2.91935
"Madness of King George, The (1994)",31,3.75806
"Beavis and Butt-Head Do America (1996)",31,2.93548
"Conan the Barbarian (1982)",31,3.25806
"City Slickers (1991)",31,3.37097
"Down Periscope (1996)",31,2.95161
"Final Fantasy: The Spirits Within (2001)",31,3.35484
"Rush Hour 2 (2001)",31,3.37097
"Shallow Hal (2001)",31,3.03226
"Pineapple Express (2008)",31,3.67742
"Red Dragon (2002)",31,3.43548
"Island, The (2005)",31,3.35484
"Babel (2006)",31,3.50000
"The Revenant (2015)",31,3.90323
"Crazy, Stupid, Love. (2011)",31,3.98387
"Blind Side, The  (2009)",31,3.67742
"Captain America: The Winter Soldier (2014)",31,3.74194
"The Lego Movie (2014)",31,3.87097
"Life of Pi (2012)",31,3.62903
"X-Men: Days of Future Past (2014)",30,3.83333
"Brave (2012)",30,3.46667
"Amazing Spider-Man, The (2012)",30,3.25000
"Limitless (2011)",30,3.95000
"Silver Linings Playbook (2012)",30,3.71667
"Manchurian Candidate, The (1962)",30,4.25000
"First Blood (Rambo: First Blood) (1982)",30,3.55000
"Bullets Over Broadway (1994)",30,3.58333
"Emma (1996)",30,3.91667
"Negotiator, The (1998)",30,3.35000
"October Sky (1999)",30,3.75000
"Sabrina (1954)",30,3.76667
"Saint, The (1997)",30,3.21667
"Deliverance (1972)",30,3.90000
"Fried Green Tomatoes (1991)",30,3.50000
"Star Trek V: The Final Frontier (1989)",30,2.66667
"Christmas Vacation (National Lampoon's Christmas Vacation) (1989)",30,3.56667
"Under Siege 2: Dark Territory (1995)",30,2.71667
"Resident Evil (2002)",30,3.08333
"Wallace & Gromit in The Curse of the Were-Rabbit (2005)",30,3.63333
"Sweeney Todd: The Demon Barber of Fleet Street (2007)",30,3.71667
"Battle Royale (Batoru rowaiaru) (2000)",30,3.93333
"How to Lose a Guy in 10 Days (2003)",29,3.27586
"Lilo & Stitch (2002)",29,3.81034
"Hancock (2008)",29,3.03448
"Frozen (2013)",29,3.62069
"John Wick (2014)",29,3.84483
"Moonrise Kingdom (2012)",29,3.77586
"Arsenic and Old Lace (1944)",29,3.87931
"Lost in Space (1998)",29,2.44828
"Scream 3 (2000)",29,2.67241
"Deep Blue Sea (1999)",29,2.77586
"Courage Under Fire (1996)",29,3.32759
"Philadelphia Story, The (1940)",29,4.31034
"Babe: Pig in the City (1998)",29,2.77586
"She's All That (1999)",29,2.84483
"Sleepers (1996)",29,3.67241
"Karate Kid, Part II, The (1986)",29,2.77586
"Romy and Michele's High School Reunion (1997)",29,2.96552
"Spy Hard (1996)",29,2.51724
"Rocky IV (1985)",29,2.70690
"Grumpy Old Men (1993)",29,3.29310
"Dracula (Bram Stoker's Dracula) (1992)",29,3.46552
"Hoop Dreams (1994)",29,4.29310
"Titan A.E. (2000)",29,3.41379
"Coyote Ugly (2000)",29,2.74138
"Easy Rider (1969)",29,3.60345
"Powder (1995)",28,3.12500
"Mighty Aphrodite (1995)",28,3.46429
"Finding Forrester (2000)",28,3.71429
"Girl, Interrupted (1999)",28,3.46429
"Gods Must Be Crazy, The (1980)",28,3.89286
"Sleeper (1973)",28,3.75000
"Broadcast News (1987)",28,3.42857
"Night of the Living Dead (1968)",28,3.75000
"Grand Day Out with Wallace and Gromit, A (1989)",28,4.08929
"Waterboy, The (1998)",28,3.17857
"Robin Hood: Prince of Thieves (1991)",28,3.01786
"Killing Fields, The (1984)",28,4.01786
"Mary Shelley's Frankenstein (Frankenstein) (1994)",28,2.94643
"Big Trouble in Little China (1986)",28,3.85714
"Monty Python's And Now for Something Completely Different (1971)",28,4.05357
"Strange Days (1995)",28,3.25000
"Spy Kids (2001)",28,2.94643
"There Will Be Blood (2007)",28,4.14286
"Sweet Home Alabama (2002)",28,3.05357
"Step Brothers (2008)",28,3.55357
"Talladega Nights: The Ballad of Ricky Bobby (2006)",28,3.25000
"Mission: Impossible III (2006)",28,3.58929
"Ex Machina (2015)",28,3.91071
"Alice in Wonderland (2010)",28,2.87500
"True Grit (2010)",28,3.75000
"Argo (2012)",28,3.98214
"Rise of the Planet of the Apes (2011)",27,3.46296
"Guardians of the Galaxy 2 (2017)",27,3.92593
"Ant-Man (2015)",27,3.72222
"Avengers: Age of Ultron (2015)",27,3.51852
"Star Trek Into Darkness (2013)",27,3.68519
"Prometheus (2012)",27,3.29630
"Easy A (2010)",27,3.79630
"Rogue One: A Star Wars Story (2016)",27,3.92593
"Better Off Dead... (1985)",27,3.68519
"Planes, Trains & Automobiles (1987)",27,3.85185
"Forever Young (1992)",27,2.85185
"Ghost in the Shell (Kôkaku kidôtai) (1995)",27,4.14815
"Jerk, The (1979)",27,3.37037
"Wallace & Gromit: The Best of Aardman Animation (1996)",27,4.09259
"Do the Right Thing (1989)",27,4.03704
"Anaconda (1997)",27,1.92593
"Island of Dr. Moreau, The (1996)",27,2.74074
"Apartment, The (1960)",27,3.96296
"Patch Adams (1998)",27,3.37037
"Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)",27,4.33333
"Cube (1997)",27,3.42593
"Moonstruck (1987)",27,3.55556
"Halloween (1978)",27,3.72222
"Angels in the Outfield (1994)",27,2.33333
"Scent of a Woman (1992)",27,3.59259
"Wayne's World 2 (1993)",27,3.29630
"Grifters, The (1990)",27,3.62963
"People vs. Larry Flynt, The (1996)",27,3.53704
"Gandhi (1982)",27,3.83333
"Nightmare on Elm Street, A (1984)",27,3.00000
"Evolution (2001)",27,3.03704
"Princess Diaries, The (2001)",27,3.03704
"Bedazzled (2000)",27,3.07407
"Spy Game (2001)",27,3.48148
"Gosford Park (2001)",27,3.70370
"Charlie's Angels: Full Throttle (2003)",27,2.37037
"Pride & Prejudice (2005)",27,3.55556
"History of Violence, A (2005)",27,3.50000
"Cloverfield (2008)",27,3.35185
"Die Another Day (2002)",27,2.92593
"Grindhouse (2007)",27,3.42593
"All the President's Men (1976)",27,4.01852
"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",27,3.79630
"Village, The (2004)",26,3.19231
"Transporter, The (2002)",26,3.51923
"About Schmidt (2002)",26,3.17308
"Death Proof (2007)",26,3.13462
"Bad Santa (2003)",26,3.36538
"X-Men Origins: Wolverine (2009)",26,2.86538
"Moneyball (2011)",26,3.88462
"Birdman: Or (The Unexpected Virtue of Ignorance) (2014)",26,3.34615
"21 Jump Street (2012)",26,3.86538
"The Hunger Games: Catching Fire (2013)",26,3.63462
"Arrival (2016)",26,3.98077
"Big Short, The (2015)",26,3.96154
"Virgin Suicides, The (1999)",26,3.76923
"Airheads (1994)",26,2.78846
"Dick Tracy (1990)",26,2.88462
"Mighty Ducks, The (1992)",26,2.65385
"Roman Holiday (1953)",26,4.05769
"Rocky II (1979)",26,3.19231
"¡Three Amigos! (1986)",26,3.13462
"Harold and Maude (1971)",26,4.28846
"Buffy the Vampire Slayer (1992)",26,2.42308
"13th Warrior, The (1999)",26,2.90385
"Last Emperor, The (1987)",26,3.69231
"Jacob's Ladder (1990)",26,3.55769
